what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340252612938
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340252614123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340252617349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340252623552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252624333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252631256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340252646445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252659733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252665803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340252671325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252680084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252689935
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340252709024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252710537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340252710590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252714608
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340252727321
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340252754884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252756084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252780783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252782289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252784031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252788865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252838574
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340252841765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252852408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252861555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252949602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340252949655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252956676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252969254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340252970524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340253018165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340253045472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340253071525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340253074979
