what,kind,bundleId,bundleVersion,description,time
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340316467109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316472671
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316474517
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316479360
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340316484948
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316487337
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316487390
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316487390
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340316489648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316491500
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340316493015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316513248
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316515255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340316518890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340316519070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340316521050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340316523205
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340316527183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316529010
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340316530441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316542416
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316547423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340316556108
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340316560266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316562153
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340316563445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316567626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316571475
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340316572879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316578232
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340316580382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340316594636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316639604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316940000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316961983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340316966094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317059064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317215066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317220035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317236845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317253166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317328444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317366723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317385810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317424003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317433059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317439857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317478644
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340317500080
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340317500497
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340317500519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317515833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317544721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317554624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317589876
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340317592911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317622276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317650199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317663113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317665717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317669481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317735629
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340317739037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317763836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317765358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317778182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317779609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340317783539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317789094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317790624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317791783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317795891
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340317798262
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340317799713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340317801172
