what,kind,bundleId,bundleVersion,description,time
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340255995064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340255996205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256010273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256012448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256051447
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340256063531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340256089554
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340256091242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256093424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256095113
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340256095414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256097556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256136433
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340256142835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256161324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256228474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256239186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256422532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256435929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340256522418
