what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1340224582572
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340224582572
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340224582572
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340224582573
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340224582573
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340224582574
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340224582574
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340224582574
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1340224582575
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1340224582575
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1340224582576
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340224582576
os,sysinfo,,,"macosx",1340224582579
arch,sysinfo,,,"x86_64",1340224582579
ws,sysinfo,,,"cocoa",1340224582579
locale,sysinfo,,,"en_US",1340224582579
processors,sysinfo,,,"8",1340224582579
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340224582579
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-10M3720",1340224582579
java.specification.name,sysinfo,,,"Java Platform API Specification",1340224582579
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340224582579
java.specification.version,sysinfo,,,"1.6",1340224582579
java.vendor,sysinfo,,,"Apple Inc.",1340224582579
java.version,sysinfo,,,"1.6.0_33",1340224582579
java.vm.info,sysinfo,,,"mixed mode",1340224582579
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1340224582579
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340224582579
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340224582579
java.vm.specification.version,sysinfo,,,"1.0",1340224582579
java.vm.vendor,sysinfo,,,"Apple Inc.",1340224582579
java.vm.version,sysinfo,,,"20.8-b03-424",1340224582579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340224605514
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1340224607312
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1340224607316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340224609473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340224612429
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340224612446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340224612446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340224615174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340224866505
