what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340232029394
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340232029395
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340232029395
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340232029395
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340232029396
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340232029396
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340232029397
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340232029397
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340232029397
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1340232029398
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1340232029398
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1340232029399
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1340232029399
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1340232029399
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340232029402
os,sysinfo,,,"macosx",1340232029404
arch,sysinfo,,,"x86_64",1340232029404
ws,sysinfo,,,"cocoa",1340232029404
locale,sysinfo,,,"en_US",1340232029404
processors,sysinfo,,,"8",1340232029404
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340232029404
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-10M3720",1340232029404
java.specification.name,sysinfo,,,"Java Platform API Specification",1340232029404
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340232029404
java.specification.version,sysinfo,,,"1.6",1340232029404
java.vendor,sysinfo,,,"Apple Inc.",1340232029404
java.version,sysinfo,,,"1.6.0_33",1340232029404
java.vm.info,sysinfo,,,"mixed mode",1340232029404
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1340232029404
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340232029404
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340232029404
java.vm.specification.version,sysinfo,,,"1.0",1340232029404
java.vm.vendor,sysinfo,,,"Apple Inc.",1340232029404
java.vm.version,sysinfo,,,"20.8-b03-424",1340232029404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232036527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232037262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340232048888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232050888
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340232208480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232208518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232210852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232212475
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340232213954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232224926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232234259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340232237958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232247556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232281127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232286253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232291015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340232291633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232293383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232335731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232340132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232358091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232360403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232369362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340232376203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232381445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232386358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232388706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232390518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232395493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232467243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340232474459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340232475903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232477053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232477307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232477530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232478564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232566863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340232569750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232570494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232570821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340232571140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232572182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232626683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232629873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340232629947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232757433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232759712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232761327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232761742
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340232777496
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1340232778545
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1340232778590
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1340232778627
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340232778627
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1340232778651
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1340232778691
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1340232778730
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1340232778747
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1340232778758
stopped,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1340232778781
stopped,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1340232778781
activated,perspective,org.eclipse.wst.jsdt.ui,,"org.eclipse.wst.jsdt.ui.JavaPerspective",1340233086574
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1340233086575
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1340233086575
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1340233086576
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1340233086589
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1340233086589
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1340233086605
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1340233086605
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1340233086605
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1340233086606
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1340233086606
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1340233086607
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1340233086613
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1340233086613
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1340233086624
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1340233086624
