what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340297460131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340297463760
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340297466126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340297467750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297479201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297480879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297492685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297529482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297542395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297543088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297543393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297543609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297543820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297560495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297582934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297598192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340297602079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297618524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297619743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297619969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297620550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297650316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297661434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297695344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297697084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340297697113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297710218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297714938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297726975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297728011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297728750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297729028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297729239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297729931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297742220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297780665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297781450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297781722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297782096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297787060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297789831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297797190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297844158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297844872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297845156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297845619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297858247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297890297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297893921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297897893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297898529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297898774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297899114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297904171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340297911293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297912175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297912447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297912716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340297913264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297913559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340297932223
