what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340332184938
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340332184939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332185667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332186929
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332187159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332191826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332279114
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340332334997
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340332340087
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340332344284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340332345862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332354213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332374906
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340332376903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332379079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332380519
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332380736
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340332392550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332397656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332447370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332474310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332502229
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340332503803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332507851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340332507887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332521336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340332523707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340332525012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340332527057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340332527866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340332538273
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340332539781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332542210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332543320
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332543542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332547320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332581145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332609589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332611102
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340332617700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340332641870
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340332642595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332644595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332646108
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340332646257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332647872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340332781332
