what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340234039115
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340234039116
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340234039116
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340234039116
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340234039117
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340234039117
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340234039118
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340234039118
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340234039118
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1340234039119
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1340234039119
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1340234039119
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1340234039119
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1340234039120
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340234039120
os,sysinfo,,,"macosx",1340234039123
arch,sysinfo,,,"x86_64",1340234039123
ws,sysinfo,,,"cocoa",1340234039123
locale,sysinfo,,,"en_US",1340234039123
processors,sysinfo,,,"8",1340234039123
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340234039123
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-10M3720",1340234039123
java.specification.name,sysinfo,,,"Java Platform API Specification",1340234039123
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340234039123
java.specification.version,sysinfo,,,"1.6",1340234039123
java.vendor,sysinfo,,,"Apple Inc.",1340234039123
java.version,sysinfo,,,"1.6.0_33",1340234039123
java.vm.info,sysinfo,,,"mixed mode",1340234039123
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1340234039123
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340234039123
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340234039123
java.vm.specification.version,sysinfo,,,"1.0",1340234039123
java.vm.vendor,sysinfo,,,"Apple Inc.",1340234039123
java.vm.version,sysinfo,,,"20.8-b03-424",1340234039123
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340234042964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234043120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234047760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234056144
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340234058207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234064896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234068469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340234070110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234073809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340234073851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234101395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234110340
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340234142736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234142870
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340234148058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234157106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234167014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340234181154
