what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312098579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312108828
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1340312110328
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1340312110345
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312110971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312112782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312114117
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340312114738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312115971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312129266
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312136617
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340312139193
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312145434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312154113
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1340312154220
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1340312154232
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340312154239
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340312154242
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340312154264
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340312154266
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312155940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312157901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312159004
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340312159462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312164677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312208305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312218311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312220187
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340312220567
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340312229056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312231483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340312231504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312236244
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312237821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312255642
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340312260486
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312265330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312267683
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1340312291179
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312293832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312304019
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312307181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312309654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312310748
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340312310970
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312322244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312327570
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312330393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312331884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312333097
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1340312333348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312334235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312381027
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312384504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312385427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340312385461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312390632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312407703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312528104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312530495
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312533422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312533576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312535106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312608158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312623058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312642688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312673843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312701094
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340312705709
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312709207
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1340312711306
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312712406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340312755041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312761603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340312959419
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1340312973413
