what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319039067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319063654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319116007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319117641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340319117671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319122307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340319140982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340319171507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340319200447
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1340319200576
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1340319200642
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1340319200646
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340319200654
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1340319200657
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340319200659
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340319200694
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340319200696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319204114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319237673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319243197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1340319243231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319254768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340319261540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340319267656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319272123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340319273598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319283299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340319314419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340319329088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319340855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319348159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340319376646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340319377084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340319377484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340319403269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319421929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340319464584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1340319480210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340319481001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340319481289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340319481553
